time,cycles,label,branches,instructions,cache-reference,cache-misses,bus-cycles,branch-loads,iTLB-load-misse,dTLB-load-misse
0.010174639,30058456,inception_v3,3555722,16095436,1381110,528600,240882,2570121,0,0
0.020385209,0,inception_v3,0,22657243,1602626,581129,260473,4761898,13488,19496
0.030607286,30453619,inception_v3,2980632,14286728,0,0,251424,2701296,14166,30560
0.040941721,28652988,inception_v3,4197405,19661885,2021244,566151,246584,0,7917,21628
0.051317695,0,inception_v3,3019496,14961309,2257240,455965,244001,4055220,0,0
0.061533058,29433788,inception_v3,0,0,3018056,265226,243965,4829529,23782,30909
0.07170979,30499811,inception_v3,4856853,23026035,2990487,118883,220434,5298323,20983,31469
0.081897471,30404921,inception_v3,5254127,25236169,2440548,265042,243271,5739787,0,0
0.092094449,0,inception_v3,0,25129975,3374314,247601,275663,5417595,18979,14662
0.102292452,33924589,inception_v3,6042830,28131845,0,0,243869,5352622,26841,35132
0.112473064,34463381,inception_v3,6001849,28536829,3350725,224245,242546,0,19778,31011
0.122657152,0,inception_v3,6525271,29672175,3345019,259409,243957,5633495,0,0
0.132853806,36364572,inception_v3,0,0,3110307,329520,256432,5958422,25968,34065
0.143045903,34515092,inception_v3,6129714,29289144,3341478,0,0,5720272,26979,35624
0.153228982,35912001,inception_v3,6304515,28878950,3483370,269605,251557,4987410,5467,20594
0.163376316,0,inception_v3,0,26453545,3520689,370199,262101,5792091,21953,10406
0.173563387,31425384,inception_v3,6410535,29671990,0,346887,242957,5560024,25573,35079
0.183746498,31432874,inception_v3,5043848,23838818,3013382,370612,237588,0,26307,35004
0.193950136,0,inception_v3,5030040,23200955,2715048,531280,247734,4757948,7536,14515
0.204213887,33485758,inception_v3,0,0,1483256,465479,244020,5079557,27350,33719
0.214392029,33449375,inception_v3,5497147,25609809,3003107,0,0,5860498,27247,34871
0.224620145,35688352,inception_v3,5690560,27076744,3329132,298896,257313,4871084,3940,23873
0.234820016,0,inception_v3,0,30151623,3188931,255714,246660,5901561,31783,15653
0.244999176,36073484,inception_v3,5521104,25647382,0,433214,252547,6052513,26800,36567
0.255182966,37194049,inception_v3,6311415,29610501,3407827,297138,250627,2906621,21721,34394
0.265380888,34913772,inception_v3,5068687,27028774,2991881,307664,246221,6436375,9554,17095
0.275565466,32888477,inception_v3,0,0,3427043,250659,243972,5913422,27618,33388
0.285746143,34984150,inception_v3,5675542,26539551,3208672,0,214541,5855660,28566,37696
0.295931043,34485152,inception_v3,5928678,28173747,3316791,238967,243529,5322304,0,32284
0.306125559,0,inception_v3,0,30181652,3465447,357416,258571,6128877,17382,8153
0.316308181,34977753,inception_v3,5432837,25659889,0,291555,246135,6024543,27561,38459
0.32649225,36116163,inception_v3,6142321,28642750,3321394,349855,235724,3025876,24600,36932
0.336679681,37264636,inception_v3,6532475,29694258,3370512,324683,261735,5478579,4128,11027
0.346872979,0,inception_v3,0,0,3751412,221884,246950,5834753,25252,36186
0.357054345,34462918,inception_v3,5821917,27160100,3457142,0,244163,5748737,28473,38217
0.367241279,89438298,inception_v3,14934798,71194319,7631484,923419,607324,5659843,5565,23677
0.377427429,31987581,inception_v3,5478105,27091672,3347914,268034,247879,6238561,7576,15288
0.387576827,33314397,inception_v3,0,0,3877024,223558,253587,5866026,23873,32588
0.39776674,36554752,inception_v3,6204701,29177353,3414474,0,0,5061251,28206,38467
0.407956184,34488783,inception_v3,5920078,27401659,3335462,193891,243602,5369566,0,29722
0.418135076,38847049,inception_v3,4037597,34531321,3785023,364685,293514,6382527,4993,12551
0.42833288,36050127,inception_v3,3009748,62147269,3890934,313663,263898,6363222,25635,33896
0.438528761,37437261,inception_v3,6102336,35859771,3368325,0,0,6019389,25807,35279
0.4487152,42040543,inception_v3,5991973,37965316,4041002,381326,300886,9073991,4980,23052
0.458910197,35164520,inception_v3,3007649,36212895,3663689,302370,263822,6200740,21894,7129
0.469063397,37108254,inception_v3,5352503,47708186,0,279932,265282,6374241,25435,36910
0.4792647,34538034,inception_v3,5622684,26288554,3328765,221534,0,0,26582,38253
0.489451396,35866043,inception_v3,5249021,32746399,3591388,344476,266283,6087349,3328,7156
0.49962946,35892846,inception_v3,3003574,63498498,3294626,418954,266424,6150589,27985,38144
0.509815514,42085908,inception_v3,4815354,42754137,0,0,0,7338033,25740,38403
0.520003805,39681493,inception_v3,6291091,36426429,3515785,418966,281131,0,20143,34613
0.53018556,0,inception_v3,5183063,25987922,3364749,213914,243951,6225850,0,0
0.540368193,36966383,inception_v3,3200366,53849733,3016648,335664,283799,6390202,31465,21457
0.550525895,37526365,inception_v3,5078748,38297838,403698,0,267358,6539773,31027,37135
0.560735558,41818106,inception_v3,6241423,38078979,3158257,393697,298338,0,21649,32631
