time,cycles,label,branches,instructions,cache-reference,cache-misses,bus-cycles,branch-loads,iTLB-load-misse,dTLB-load-misse
0.01020295,24402671,densenet201,3028408,13215899,1109730,476497,246029,2062092,0,0
0.020420703,0,densenet201,0,9704147,1083184,477118,244384,3240568,15194,20766
0.030605584,27338484,densenet201,1951344,10627669,0,0,280431,4865913,11412,25821
0.040955282,24499807,densenet201,3524978,16824853,1728134,431561,245206,0,720,28821
0.051149844,0,densenet201,3963125,12331287,1616129,540975,243653,2241015,19593,0
0.061444759,24512520,densenet201,0,0,0,424151,247869,3131068,17392,19900
0.07179805,25050380,densenet201,3866599,18122914,2590665,155957,0,2449114,12781,22273
0.082004176,26693234,densenet201,4339240,18531997,2152537,361468,242630,2758850,0,0
0.092214513,0,densenet201,0,22930186,2552304,238847,243191,4557276,25330,31972
0.102434426,30927744,densenet201,4761490,26200526,0,0,262572,4029556,17988,23455
0.112593033,29319002,densenet201,4705433,21997618,2791363,298354,242316,0,20411,33777
0.122785329,0,densenet201,3954058,23342319,2915607,260495,243215,4999344,0,0
0.13297159,30017993,densenet201,1702060,22736462,1347074,450269,268574,5662429,20948,20639
0.143159292,31620050,densenet201,5596890,28116165,2230122,96567,249150,4801799,26011,32900
0.153349313,31470451,densenet201,4988286,23305852,2935523,222743,242565,0,0,25968
0.163534129,34043442,densenet201,5574826,25938338,2536154,467045,261149,5053143,21321,10648
0.173685753,32171501,densenet201,2887804,42188740,607190,295243,248280,5030882,26032,29694
0.18388827,31257135,densenet201,4673620,21800870,3085748,337075,0,4040675,20615,29091
0.194076677,32059211,densenet201,5346450,26893470,2811875,311589,251975,5452104,0,12245
0.204264187,27237801,densenet201,2598424,24542809,2945798,328076,248161,4963488,23965,27536
0.214449248,31536849,densenet201,4592218,21453511,0,0,244510,5107650,21959,31905
0.224671749,32445143,densenet201,5442168,27192115,2769755,311710,247537,0,26380,31906
0.234859042,28479668,densenet201,4168896,23196624,2952906,333996,248577,5172744,0,12435
0.245049049,32330333,densenet201,0,0,2869745,271504,243416,5309154,24750,32722
0.255229932,33396944,densenet201,5379279,26939468,3045395,225993,0,4134475,24793,33879
0.265425136,34168430,densenet201,5074431,25378286,2911762,402465,251510,5139127,0,12345
0.275618435,0,densenet201,0,27093113,2713126,428779,243486,4780362,23760,30453
0.285804893,30734190,densenet201,4141908,21899414,692525,0,246990,4526304,22214,28892
0.295996252,31737224,densenet201,5036998,25374467,2644183,320657,253502,0,27263,28734
0.306218112,0,densenet201,5663903,24138189,3059443,203776,244554,5502193,0,0
0.316397203,24877818,densenet201,2922262,42235397,2871990,222792,249727,5417037,30620,31279
0.326582409,35297223,densenet201,6119170,32604956,646492,182600,253093,5908567,26476,35940
0.336765772,34898705,densenet201,5928439,28857490,3187462,259963,247971,0,33875,35768
0.34695238,32068099,densenet201,4914936,30369218,3240138,213232,252221,6123384,14389,16183
0.357146729,34452507,densenet201,0,0,2798362,282809,244347,5293639,25489,31673
0.367406296,31917107,densenet201,3078911,16040977,1674967,393246,0,3712784,16023,21305
0.377673471,29673558,densenet201,3441615,16733606,2205097,452982,244471,3955516,0,0
0.387901892,26575370,densenet201,2455286,19850279,1830812,516265,253945,3788580,14780,17326
0.398141066,26826973,densenet201,2211220,10403979,0,0,246959,3245528,15122,21748
0.408437486,26288903,densenet201,3557685,18199069,1930080,415990,252450,0,15109,25486
0.418687247,0,densenet201,3978870,14616235,1958628,516450,244929,2961305,0,0
0.428906066,25498034,densenet201,2280717,38849645,1217488,243109,252722,3815590,16021,20484
0.439116658,25834734,densenet201,3668166,17054251,2644306,158445,0,2685512,13683,24102
0.449329866,26304685,densenet201,3338529,14017919,1615874,531647,241050,1910178,0,0
0.45950843,23361569,densenet201,2367134,22254164,1982242,467706,253244,3362446,17954,19922
0.469687332,26173548,densenet201,4107514,25487732,536693,114353,255229,3238696,17124,22846
0.479871397,25394525,densenet201,3246616,15060693,1686966,625327,241558,0,18137,20562
0.490235533,0,densenet201,2255961,14159459,2159203,360139,248017,3711777,0,0
0.500618386,25974710,densenet201,2446577,37561081,571628,559891,258964,3446096,14179,18956
0.510838567,25622087,densenet201,3043851,14264773,1414573,0,0,3479161,23860,24036
0.521051274,26152321,densenet201,3347307,17559950,1769405,473162,255155,3471459,0,13876
0.531329938,0,densenet201,0,18037055,1367814,524597,245527,2273935,17745,8312
0.541734386,26488950,densenet201,1544549,7103215,0,0,247928,2793642,14217,19329
0.551967597,27119125,densenet201,2198936,12575597,1510776,402708,254763,0,5594,19752
0.562225189,0,densenet201,4158069,14910337,2033874,509862,244685,2691907,0,0
0.572487088,26772048,densenet201,2553908,43666339,1562405,461746,253527,3950895,16366,25148
0.58272065,25800046,densenet201,3219933,14935611,1940559,0,0,2174201,11934,19204
0.592938318,27316187,densenet201,3923528,19675690,2067425,388087,262395,2521377,0,16995
0.603238055,0,densenet201,0,14208960,1514338,502555,242553,3187195,22427,30264
0.61351049,27347740,densenet201,2668066,18896698,511535,180153,258325,3856999,16195,21319
