time,cycles,label,branches,instructions,cache-reference,cache-misses,bus-cycles,branch-loads,iTLB-load-misse,dTLB-load-misse
0.010158367,27763799,vgg16,3650354,16998491,2114231,589800,238529,3083925,0,0
0.020358471,0,vgg16,0,15986620,2087918,484597,242873,3569927,13839,22770
0.03053363,25244457,vgg16,2908930,13972818,0,0,225925,4003963,21480,25804
0.040716227,24880046,vgg16,3994274,18781910,2254917,251304,0,0,20683,24495
0.0509046,22421165,vgg16,3732918,16194890,2028391,296852,198217,2067452,0,0
0.061106711,0,vgg16,0,13590377,2055734,279862,199542,3432193,19324,23688
0.071303082,21165315,vgg16,2635640,12522914,0,0,189313,3783898,15304,20069
0.081577807,20344145,vgg16,3300557,16113370,1818859,172904,176278,0,20309,19225
0.091774824,0,vgg16,1733609,9488170,876139,245660,92062,0,0,0
0.102001334,0,vgg16,1438402,8975753,1021798,134763,91919,1942260,0,0
0.112259717,0,vgg16,0,13881039,2224789,281648,196429,4054535,15292,0
0.122440599,0,vgg16,0,0,0,354082,106525,1705895,11370,13018
0.132617991,10193979,vgg16,1049650,4944971,0,0,83088,1650083,7066,9536
0.142845452,16903525,vgg16,2759234,12918669,1357418,0,0,0,15507,16048
0.15313113,23858812,vgg16,3612233,16804953,2133490,181871,191022,0,0,22474
0.163610925,0,vgg16,1366884,6341568,798049,99315,69011,318758,0,0
0.173818304,0,vgg16,0,0,0,0,0,0,0,0
0.184038012,0,vgg16,0,0,0,0,0,0,0,0
0.194306581,0,vgg16,0,0,0,0,0,0,0,0
0.204443058,0,vgg16,0,0,0,0,0,0,0,0
0.214574496,0,vgg16,0,0,0,0,0,0,0,0
0.22472499,0,vgg16,0,0,0,0,0,0,0,0
0.234877338,0,vgg16,0,0,0,0,0,0,0,0
0.245007333,0,vgg16,0,0,0,0,0,0,0,0
0.255151089,0,vgg16,0,0,0,0,0,0,0,0
0.265289327,0,vgg16,0,0,0,0,0,0,0,0
0.275441601,0,vgg16,0,0,0,0,0,0,0,0
0.285579904,0,vgg16,0,0,0,0,0,0,0,0
0.295715166,0,vgg16,0,0,0,0,0,0,0,0
0.305842197,0,vgg16,0,0,0,0,0,0,0,0
0.320773127,0,vgg16,0,168242,61541,37168,6773,35690,0,0
0.331188057,0,vgg16,0,0,0,0,0,0,0,0
0.341552778,0,vgg16,0,0,0,0,0,0,0,0
0.351945973,0,vgg16,0,0,0,0,0,0,0,0
0.362382253,0,vgg16,0,0,0,0,0,0,0,0
0.372680601,0,vgg16,0,0,0,0,0,0,0,0
0.382974682,0,vgg16,0,0,0,0,0,0,0,0
0.393166008,0,vgg16,0,132264,50537,36015,7177,27632,0,0
0.403649479,0,vgg16,0,0,0,0,0,0,0,0
0.414513464,0,vgg16,0,0,0,0,0,0,0,0
0.429646072,0,vgg16,0,0,0,0,0,0,0,0
0.439996985,0,vgg16,0,0,0,0,0,0,0,0
0.450425366,0,vgg16,0,0,0,0,0,0,0,0
0.460798108,0,vgg16,0,0,0,0,0,0,0,0
0.470980777,0,vgg16,0,59221370,607524,237316,221948,9549299,46,0
0.481152914,30092420,vgg16,11312896,78735541,0,223185,243872,11075002,121,802
0.491323712,30391953,vgg16,8035779,50842499,2116733,263352,0,0,54,8088
0.501475001,4206796,vgg16,597535,2743750,381514,53020,33079,0,0,0
0.511651545,0,vgg16,0,0,0,0,0,0,0,0
0.52187434,0,vgg16,28340,133990,49731,31237,5783,0,0,0
0.532214824,0,vgg16,20622,98182,40303,31065,5262,0,0,0
0.542513605,0,vgg16,3967987,28747521,300199,111415,94966,4270208,0,0
0.552674889,0,vgg16,0,13067742,1617337,239945,148320,2737895,15719,0
0.562867749,0,vgg16,0,0,0,160543,51278,1217027,3213,0
0.573041955,29337883,vgg16,347372,52583099,0,478101,243733,4454900,15147,18559
0.583199546,29637721,vgg16,367575,53359670,394945,96504,0,0,72,191
0.593343423,32375093,vgg16,413432,59466147,441366,106910,242387,415133,0,0
0.603485528,0,vgg16,0,0,443609,109130,242963,426766,99,208
0.613616391,34322286,vgg16,427328,61687433,436995,0,243125,424588,197,205
0.623749788,34345244,vgg16,424808,61673694,435395,108865,242931,0,0,201
