time,cycles,label,branches,instructions,cache-reference,cache-misses,bus-cycles,branch-loads,iTLB-load-misse,dTLB-load-misse
0.010193077,30130777,vgg16,3435719,14850137,1252512,580100,249737,2159634,0,0
0.020424528,0,vgg16,0,10151085,1189141,577159,242126,3905768,10204,23136
0.030663135,28299852,vgg16,2353212,11354701,0,0,270052,2275858,10000,29288
0.041034461,24676369,vgg16,2538900,12099923,1819040,518072,245965,0,7148,18428
0.051278242,26387111,vgg16,4520039,16423792,1458053,539108,264069,2678347,18359,21447
0.061503587,27516163,vgg16,4243516,20330876,2369121,453986,254150,2174820,15502,23236
0.071712361,32772365,vgg16,5531721,25556551,2972662,368919,301450,4159011,3954,9501
0.081926266,41590127,vgg16,2868636,52668169,3062129,411527,359043,5269397,20861,25712
0.092083583,57566608,vgg16,7740363,48392614,4405264,333989,477587,4917149,13724,31548
0.102292201,58118003,vgg16,7613408,48925426,4205562,720086,482625,4241951,4478,10925
0.112488352,92445736,vgg16,6880129,90151857,4135713,1259090,743109,8347598,5535,11925
0.122707706,132153456,vgg16,8550188,155562894,2703850,1063774,1059944,12546639,13088,10691
0.132888365,78778497,vgg16,4354592,63584137,1031480,994806,642278,10565278,35828,31522
0.143116557,141378867,vgg16,8737989,129932454,1745253,1163063,1130467,9784647,46676,39341
0.153406917,128766752,vgg16,12368939,163923351,1392537,644382,1052217,8267510,33076,68046
0.163764463,92528688,vgg16,10364095,63186189,3461643,827475,742849,5456554,4718,41667
0.174004436,131220309,vgg16,10850859,85564219,5267007,1175175,1052333,7581261,9797,16115
0.184180704,137539069,vgg16,9971481,113506303,4501062,1357025,1124058,9595759,6772,14901
0.194397646,0,vgg16,0,17804510,2561082,534128,244349,4003218,20636,0
0.204563419,181629101,vgg16,14146010,306376005,794004,498715,1496028,15657033,15629,14071
0.214864982,220176930,vgg16,17467197,370977062,1234617,553436,1754477,17729094,8358,8866
0.225308312,240661519,vgg16,18341332,391773988,1296153,614313,1899216,18545517,7842,7653
0.235802781,208347260,vgg16,15824342,334186943,1102358,512481,1573523,15384169,5973,6975
0.246113123,231194914,vgg16,17414685,367507009,1160281,570716,1818996,17001107,6746,7497
0.256412807,251233270,vgg16,18054824,390504486,1120011,557279,1895298,18756356,7047,7699
0.266655728,250747288,vgg16,19496500,412612099,1289206,569106,1905284,19505836,7363,8046
0.276881289,251660077,vgg16,19410780,411426194,1249274,570979,1912997,19499783,7358,7708
0.287096145,250413791,vgg16,19567524,413837990,1240689,566054,1915337,19606110,9221,7940
0.297379772,253402119,vgg16,19701567,416740034,1232414,573006,1932093,19744654,9183,7721
0.307617902,253968409,vgg16,19996815,423988018,1245758,577472,1938238,19970168,7523,7748
0.317831827,253950804,vgg16,19874539,420974288,1149443,575382,1928939,19905479,7723,7753
0.328047373,252764830,vgg16,19819795,418632431,1226421,575020,1923078,19800966,7334,7898
0.338256398,250131238,vgg16,19753087,418795937,1290118,570955,1908051,19710623,7434,7517
0.34848012,213296708,vgg16,19261260,406790336,1175009,591706,1604760,18553224,6873,7024
