time,cycles,branches,instructions,cache-reference,cache-misses,bus-cycles,branch-loads,iTLB-load-misse,dTLB-load-misse
0.001237105,2956267,403604,1967268,178835,50722,0,0,0,0
0.002540624,3166415,102704,508604,75619,43991,0,0,0,0
0.003699543,2763715,194496,970314,150158,63798,26638,0,0,0
0.004865626,0,284965,1367655,176240,77494,27893,0,0,0
0.00607099,0,244950,1208466,167672,76384,29057,0,0,0
0.007282992,0,278827,1337212,204177,71018,29029,0,0,0
0.008513453,0,357608,1990679,125840,54135,29818,432448,0,0
0.009834459,0,0,1974341,128762,49608,31063,415270,0,0
0.011010204,0,0,4112378,154060,52450,28075,867972,0,0
0.012200341,0,0,3972195,198178,68553,28415,454179,0,0
0.013368925,0,0,0,210407,61159,27888,303325,0,0
0.014524086,0,0,0,121411,62148,27717,241262,0,0
0.015690437,0,0,0,267570,60869,42968,517320,1606,0
0.016906215,0,0,0,0,75230,40990,388128,1644,0
0.018140379,0,0,0,0,41402,31538,98012,121,0
0.01951294,0,0,0,0,37885,31048,97655,150,5020
0.020707965,0,0,0,0,0,28667,274079,792,2631
0.021941343,0,0,0,0,0,30266,112465,1652,1798
0.023204213,0,0,0,0,0,29692,160023,825,1397
0.024479558,3039472,0,0,0,0,30816,287390,1949,2539
0.02573296,2992533,0,0,0,0,0,307160,1708,2476
0.026942637,2894099,0,0,0,0,0,449518,1135,2190
0.028125822,2801921,231658,1114443,0,0,0,260318,1808,2221
0.029343391,2912720,390522,1837493,0,0,0,0,2283,2619
0.030505843,2782612,515230,2410819,0,0,0,0,765,2074
0.031715538,2862836,787679,3717407,189206,0,0,0,440,1793
0.032895824,2824905,463689,2017958,262664,0,0,0,0,2094
0.034033122,2724521,332363,1556747,196025,0,0,0,0,2570
0.035281772,3019993,309045,1449004,98813,0,0,0,0,1492
0.036571475,3004963,169476,809422,167877,76341,0,0,0,1352
0.037790988,2917798,272622,1289829,250801,70080,0,0,0,0
0.038992404,2881440,283407,1341475,232703,71158,0,0,0,0
0.040223744,2931901,303762,1454552,230581,75458,28949,0,0,0
0.041440551,0,285576,1347653,239059,77749,29182,0,0,0
0.042715901,0,258792,1233082,210677,44705,31332,0,0,0
0.04399796,0,236145,1390342,186662,67010,29680,345290,0,0
0.045206066,0,0,1596365,271634,62545,28981,340417,0,0
0.046398573,0,0,1895070,254718,40313,28478,399996,0,0
0.047573243,0,0,2039773,211195,47157,27826,441358,0,0
0.048752048,0,0,0,279369,35107,28270,381313,0,0
0.049916576,0,0,0,236927,29770,27926,501375,0,0
0.051120432,0,0,0,225776,37958,30073,311275,0,0
0.052481397,0,0,0,90940,54394,31406,96640,869,0
0.053688331,0,0,0,0,60080,28908,280745,1444,0
0.054879772,0,0,0,0,68582,28496,382954,1517,0
0.056062982,0,0,0,0,83959,28145,275053,1783,2407
0.057289571,0,0,0,0,0,29492,386659,1646,2055
0.058576663,0,0,0,0,0,33034,615441,796,1355
0.059934083,3099841,0,0,0,0,30252,206417,1094,1407
0.06113293,2868281,0,0,0,0,0,380804,1478,2334
0.062355017,2931895,0,0,0,0,0,323091,2861,3346
0.063559736,2848303,306896,1443764,0,0,0,421339,3119,3692
0.064739758,2824176,349552,1645651,0,0,0,0,2057,2800
0.065911502,2805325,427013,2025652,0,0,0,0,2313,3085
0.067045745,2715281,408252,1934458,0,0,0,0,2513,2814
0.068284689,2982716,299422,1404584,131507,0,0,0,3393,1781
0.069694225,3339754,272031,1231778,139976,0,0,0,0,1895
0.070890033,2862747,297779,1414966,191516,0,0,0,0,2453
0.072096754,2865328,269376,1272851,176335,46922,0,0,0,2692
0.07339025,3087786,298481,1344099,151195,69282,0,0,0,0
0.074633103,2974115,585964,2748927,191101,58595,0,0,0,0
0.075842404,2888682,343007,1632870,216411,73490,29001,0,0,0
0.077106094,0,257974,1588303,228624,79442,29703,0,0,0
0.078328233,0,367745,1744863,229533,72865,29242,0,0,0
0.079541047,0,397519,1796777,249427,50881,28624,271323,0,0
0.080742997,0,0,3161920,194475,36915,28676,683294,0,0
0.081909063,0,0,2028400,251425,36533,27981,430778,0,0
0.083073765,0,0,1670917,244211,51198,28105,367944,0,0
0.084246118,0,0,1662507,307126,28207,27805,380548,0,0
0.085518761,0,0,0,93323,55917,30716,112594,0,0
0.086786579,0,0,0,179136,74323,29724,243699,0,0
0.087958832,0,0,0,217277,73735,27877,253506,1793,0
0.089182506,0,0,0,0,55447,30819,171129,1592,0
0.09051304,0,0,0,0,76918,30372,296861,1732,0
0.091719733,0,0,0,0,60082,28714,355145,2418,2845
0.092936227,0,0,0,0,0,29198,433714,1513,2231
0.094148107,0,0,0,0,0,29058,374362,1852,2385
0.095360149,0,0,0,0,0,30057,379949,1820,2928
0.096589088,2873577,0,0,0,0,0,662780,793,1666
0.097762967,2811569,0,0,0,0,0,385106,2001,2714
0.098926514,4048642,0,0,76585,17038,36809,388430,3931,4502
0.1000727,2722834,369028,1765193,0,0,0,409880,1920,2700
0.101281327,2908067,343281,1606995,0,0,0,0,2103,2135
0.102653272,3288735,161511,757152,0,0,0,0,839,1651
0.103859396,2876945,412526,1910127,210211,0,0,0,1025,2132
0.105111578,2986065,277617,1295957,205862,0,0,0,0,1983
0.106410543,3095162,225022,1057646,107895,0,0,0,0,1316
0.107604938,2849607,209856,994495,186798,56033,0,0,0,2321
0.108775655,2773264,342726,1562656,210682,58489,0,0,0,0
0.109981751,2886244,619397,2871563,177212,54535,0,0,0,0
0.111217774,2964304,346532,1590055,204272,77569,0,0,0,0
0.112435743,2893736,307679,1448776,221352,75624,28693,0,0,0
0.113640426,0,376721,1779837,276291,57849,28888,0,0,0
0.114831169,0,406224,1921223,278174,37610,28449,0,0,0
0.115981716,0,287278,1577841,269699,46511,27227,374734,0,0
0.117119938,0,0,1968246,293279,15613,27339,418837,0,0
0.118300173,0,0,1098951,173362,50263,30504,231089,0,0
0.119662508,0,0,644557,169908,75416,30390,181410,0,0
0.12082207,0,0,0,208275,47028,27788,463695,0,0
0.121993319,0,0,0,236846,56600,28062,381425,0,0
0.123218622,0,0,0,188554,50666,30459,355056,0,0
0.124534486,0,0,0,33660,47201,30043,593554,862,0
0.12572723,0,0,0,0,65847,28552,377676,1962,0
0.126901587,0,0,0,0,56305,28110,348862,2527,0
0.128071993,0,0,0,0,34187,27927,389140,2222,2739
0.129257585,0,0,0,0,0,28353,468993,1755,2618
0.130421842,0,0,0,0,0,27531,648850,1170,1833
0.131591781,2790009,0,0,0,0,28114,459883,1821,2754
0.132753496,2897860,0,0,0,0,0,417796,3034,3670
0.133911883,2889533,0,0,0,0,0,439209,3038,3934
0.135081332,2978180,0,0,0,0,0,366643,2560,2860
0.136260756,3026566,421994,1997959,0,0,0,396468,2409,2898
0.137434238,3041284,465969,2208512,0,0,0,0,2614,2990
0.138601549,3030143,509653,2348387,0,0,0,0,1545,2685
0.139770658,3030432,441349,2078404,309159,0,0,0,2501,2945
0.14093872,3145978,765050,3519282,229855,0,0,0,0,2310
0.142095678,3117004,466977,2212146,288277,0,0,0,0,3308
0.14325105,4353760,586308,3201447,302304,18908,35178,436198,790,4922
0.144415943,3112421,463646,2184194,305295,31129,0,0,0,2569
0.145585695,3160424,552127,2543223,259586,39432,0,0,0,0
0.146740103,3225001,531055,2502055,318514,17826,0,0,0,0
0.147863192,3156778,437746,2054892,285506,41069,26727,0,0,0
0.149039418,0,744156,3357955,219059,42850,27954,0,0,0
0.150210018,0,487914,2311881,289961,52052,27768,0,0,0
0.151386281,0,505771,2356041,380765,30687,28461,302402,0,0
0.152577607,0,0,2040778,305614,67056,28351,427850,0,0
0.15373282,0,0,1990926,340455,52079,27695,428292,0,0
0.154913046,0,0,1908875,285606,47305,28521,405776,0,0
0.156080144,0,0,1784175,274264,42809,27662,362217,0,0
0.157230846,0,0,0,217244,60107,27460,440288,0,0
0.158418747,0,0,0,204530,82823,28210,287126,0,0
0.159578231,0,0,0,226300,68384,27545,470056,1258,0
0.160792174,0,0,0,0,64270,29036,634127,1508,0
0.161955686,0,0,0,71654,81443,32925,413402,2531,0
0.163136349,0,0,0,0,72480,27531,400876,2358,0
0.164289232,0,0,0,0,63539,27283,414045,2676,2908
0.165449425,0,0,0,0,0,27841,739121,994,2350
0.16659857,0,0,0,0,0,27563,509868,2075,3099
0.167794734,3441264,0,0,0,0,30781,300007,2265,2998
0.169267233,4006565,0,0,0,0,0,125045,1460,1727
0.170510282,3253734,0,0,0,0,0,349381,2820,3527
0.171713563,3093567,319254,1491828,0,0,0,380395,2133,2956
0.172940605,3149988,326069,1537701,0,0,0,0,2369,3075
0.174227213,3324895,257746,1224372,0,0,0,0,1434,1467
0.175389735,3004915,386588,1819490,149431,0,0,0,2439,3011
0.176582111,3067447,510644,2360733,232019,0,0,0,0,2424
0.177776094,3098970,372265,1750103,248525,0,0,0,0,2993
0.1789739,3103140,484358,2220179,232213,0,0,0,0,2683
0.180153404,3032217,615660,2872121,232467,53919,0,0,0,1118
0.181360561,3136087,293582,1397146,204314,66128,0,0,0,0
0.182578322,4527555,265481,4480641,115377,60983,40342,334533,3773,0
0.183782569,0,0,0,0,71737,28523,343745,1626,1729
0.185018088,0,0,0,0,0,30302,341192,2074,2434
0.186292144,0,0,0,0,0,30028,413244,953,2128
0.187575352,2908393,0,0,0,0,30986,204364,1444,1605
0.188818572,3084670,0,0,0,0,0,186839,379,1502
0.190017002,2867476,0,0,0,0,0,260716,1714,2387
0.191227093,2891393,0,0,0,0,0,367550,1938,2239
0.192421306,2827798,359550,1633686,0,0,0,282555,1327,2195
0.193631997,2892147,493544,2307258,0,0,0,0,877,1718
0.194827642,2868213,346524,1537151,0,0,0,0,1535,2205
0.196001583,2782453,313261,1481161,226848,0,0,0,821,2310
0.197279744,3064164,359770,1699973,263816,0,0,0,0,3114
0.198505509,2930700,286376,1352527,247159,0,0,0,0,2995
0.199707871,2845637,326676,1533883,236688,62146,0,0,0,2515
0.200930089,2940533,335268,1576256,271119,59190,0,0,0,0
0.202244601,3148506,156874,743893,87566,47899,0,0,0,0
0.20344143,2845960,288905,1365592,227068,76475,22625,0,0,0
0.204650335,0,407694,1921411,262385,52373,29225,0,0,0
0.205915133,0,329682,1507577,165731,56502,31789,0,0,0
0.207387169,0,114127,520655,71323,41929,34639,44243,0,0
0.208636858,0,0,1427211,208641,82845,28549,306322,0,0
0.209809675,0,0,1646668,183029,67403,28143,366898,0,0
0.211006061,0,0,2619178,184963,55524,28755,554379,0,0
0.212164449,0,0,1530136,197872,69165,27515,317791,0,0
0.213393513,3193082,188719,3518408,291814,83348,34819,338130,628,0
0.21460119,0,0,0,219029,72255,29017,365034,0,0
0.215798221,0,0,0,262777,47533,28217,398211,2019,0
0.21694724,0,0,0,0,32664,27540,641464,751,0
0.218151237,0,0,0,0,57022,30311,172062,1095,0
0.2194489,0,0,0,0,76078,29636,223487,1179,1390
0.22065144,0,0,0,0,0,28876,308138,1891,2457
0.221834168,0,0,0,0,0,28758,349243,2420,3184
0.223147707,0,0,0,0,0,33939,125673,1133,1605
0.224572043,3278393,0,0,0,0,30691,108022,1076,1484
0.225749383,2816939,0,0,0,0,0,283577,1766,2423
0.226963657,2910189,0,0,0,0,0,305043,2113,2632
0.228166067,2863746,351326,1663324,0,0,0,339671,2118,2245
0.229415854,2978619,260183,1224334,0,0,0,0,1695,2071
0.230587542,2801737,404867,1902042,0,0,0,0,2023,2396
0.231736336,2718084,381619,1757216,207912,0,0,0,1114,2424
0.23292136,2833800,379963,1785014,241927,0,0,0,0,2610
0.234167632,3029125,581693,2661967,208871,0,0,0,0,2219
0.235508893,3139677,257389,1205252,98022,60506,0,0,0,922
0.236690902,2827869,331954,1569497,203032,73596,0,0,0,0
0.237870887,4204246,388091,2929275,241119,69939,39801,422034,400,0
0.239135478,3085621,291848,1372455,175587,61016,0,0,0,0
0.240629533,3517349,93151,438272,79024,36024,35108,0,0,0
0.241999521,0,317056,1496313,221454,76226,29954,0,0,0
0.243167532,0,431055,1960684,186800,64857,28065,0,0,0
0.244377913,0,221737,1460288,216283,76703,28807,327635,0,0
0.245607156,0,0,1841744,234930,66534,29543,393665,0,0
0.246824571,0,0,1755817,230474,64708,28984,388111,0,0
0.248022198,0,0,2624765,178531,49064,28477,589583,0,0
0.249208771,0,0,0,210266,65193,28608,367565,0,0
0.250397603,0,0,0,229068,68560,28578,331667,0,0
0.251651486,0,0,0,107321,59217,30832,121742,857,0
0.25294193,0,0,0,0,82231,30459,271307,2339,0
0.254171326,0,0,0,0,61153,28675,360961,1937,0
0.255428207,0,0,0,0,73815,30719,252250,1975,768
0.256905722,0,0,0,0,0,35352,108546,960,898
0.258229942,0,0,0,0,0,30729,300905,1624,2140
0.259433776,1945667,0,0,0,0,28362,269344,1804,2397
0.260639979,2890572,0,0,0,0,0,372551,2212,2308
0.26183512,2865161,0,0,0,0,0,413460,1138,2407
0.263031756,2865418,0,0,0,0,0,309643,1949,2579
0.26422234,2811058,441961,1990944,0,0,0,444258,1458,2323
0.265420972,2864755,565385,2642273,0,0,0,0,1060,1894
0.266581664,2777348,364124,1719930,0,0,0,0,2001,2592
0.267798187,3859624,364593,4432453,248502,75419,40829,254041,1515,3128
0.269237436,0,0,0,0,68203,31376,261255,907,0
0.270447909,0,0,0,0,73477,29011,262705,1947,0
0.271688748,0,0,0,0,59973,29685,401662,1489,1824
0.273002778,0,0,0,0,0,32947,447622,354,773
0.274371514,0,0,0,0,0,31172,253321,1320,1642
0.275543325,2590991,0,0,0,0,27995,375024,1092,2136
0.276718114,2815001,0,0,0,0,0,268491,2479,2872
0.277882609,2791794,0,0,0,0,0,362362,2515,3199
0.279055109,2815776,0,0,0,0,0,307563,1924,2697
0.280234161,2783748,309210,1460747,0,0,0,166357,1973,2472
0.281403678,2801333,388365,1834447,0,0,0,0,2212,2418
0.28259336,2839799,396954,1865813,0,0,0,0,2668,3004
0.283734097,2705453,458065,2099821,158727,0,0,0,1910,2378
0.284993,3078014,184095,870913,93140,0,0,0,0,1287
0.28633999,3166373,275347,1301635,195097,0,0,0,0,2244
0.287535531,2820573,332647,1522843,196006,27734,0,0,0,2585
0.288702811,2791878,419050,1934822,177306,31251,0,0,0,0
0.289866604,2791377,344749,1615991,184731,65761,0,0,0,0
0.291105825,3324769,359506,2314349,234486,90975,34418,314850,577,1038
0.292443828,3903485,280341,1544941,209522,68683,34727,658079,1481,4924
0.293775183,0,279486,1321537,153414,62564,30612,0,0,0
0.294979851,0,379580,1782469,255070,59962,28864,0,0,0
0.296178304,0,340615,1934950,192185,65604,28430,463058,0,0
0.297376096,0,0,1872069,256876,46055,28655,398706,0,0
0.298559635,0,0,1941132,256884,37101,28292,408673,0,0
0.299727836,0,0,2194586,210611,31764,27472,583405,0,0
0.300921487,0,0,0,140335,50911,30825,388697,0,0
0.302376856,0,0,0,111162,56641,33463,265001,0,0
0.303583004,0,0,0,141225,64085,28321,465022,1630,0
0.304812387,0,0,0,0,59967,30321,203114,1225,0
0.306114974,0,0,0,0,48351,30309,208041,680,0
0.307348953,0,0,0,0,95279,29675,298552,2197,0
0.308563852,0,0,0,0,73437,28879,317433,2992,3636
0.309743626,0,0,0,0,0,28254,300027,1850,2697
0.310950684,0,0,0,0,0,28927,312342,2107,2869
0.312118198,2758183,0,0,0,0,27934,370290,2072,2730
0.313307624,2878338,0,0,0,0,0,363681,2246,2683
0.314490288,2794944,0,0,0,0,0,448003,2205,3104
0.315651181,2753746,453451,2100270,0,0,0,459746,1594,2678
0.316947091,3105617,541297,2485727,0,0,0,0,2116,3434
0.318173133,2997838,474848,2205773,0,0,0,0,364,729
0.319510763,3120821,226500,1067482,146973,0,0,0,1650,2056
0.320771363,3014449,246007,1171642,180047,0,0,0,0,3092
0.321963881,3780081,310274,2331457,259612,19099,33464,373903,691,3915
0.323156635,2850452,342643,1617910,183045,0,0,0,0,2133
0.324402289,2995494,331030,1548319,220576,53996,0,0,0,3166
0.325811974,3336498,293044,1330985,123889,52160,0,0,0,0
0.327027302,2900627,594083,2767614,190990,57883,0,0,0,0
0.328225945,2862232,364375,1720419,218395,75461,28480,0,0,0
0.329440998,0,336840,1523398,253403,64517,28962,0,0,0
0.330620452,0,418328,1973059,319057,21986,28094,0,0,0
0.331785638,0,384297,1641668,264440,45837,27708,282339,0,0
0.332983696,0,0,1865591,312068,24024,28306,396276,0,0
0.334158359,0,0,1706838,252169,34924,29747,362653,0,0
0.335484333,0,0,498276,93266,60277,30310,107584,0,0
0.336657476,0,0,0,198392,57832,28144,284515,0,0
0.337834901,0,0,0,181128,67104,28232,397130,0,0
0.339059392,0,0,0,213882,81388,29491,315959,0,0
0.340255253,0,0,0,220932,62714,28334,410052,1382,0
0.341534819,0,0,0,0,36795,31832,520983,649,0
0.342840978,0,0,0,0,77111,30159,303622,1530,0
0.344016085,3438367,392383,5924479,66984,66194,36505,361627,3264,4034
0.345206162,0,0,0,0,0,28551,367322,1717,2489
0.346382136,0,0,0,0,0,28115,384733,2394,2396
0.34751511,2462395,0,0,0,0,27096,453948,1321,2647
0.348671705,2769015,0,0,0,0,0,424738,2193,2842
0.349784753,2662678,0,0,0,0,0,405639,2107,2430
0.350947162,2832215,0,0,0,0,0,438020,1095,2117
0.352293469,3129232,461228,2138054,0,0,0,250817,702,1202
0.353513356,2922486,273065,1205943,0,0,0,0,1556,2518
0.354694802,2827188,321931,1525838,0,0,0,0,1522,2440
0.355860279,2801479,279249,1310092,257716,0,0,0,2138,2994
0.357104433,2939477,362853,1715773,269136,0,0,0,0,3242
0.358400064,3125057,237107,1117044,145538,0,0,0,0,1958
0.359673996,2996244,247485,1165812,211353,67624,0,0,0,2028
0.36087864,2886047,404844,1907918,279908,44987,0,0,0,0
0.362064166,2833070,366499,1723813,287243,43670,0,0,0,0
0.363239097,2808332,460303,2150329,252056,35437,0,0,0,0
0.364414517,2803709,439163,2026575,234356,41113,27866,0,0,0
0.365581061,0,515175,2370895,247400,22580,27990,0,0,0
0.366709626,0,648887,3036664,232920,20042,27474,0,0,0
0.367962375,0,358242,1169493,146024,55798,29957,118147,0,0
0.369295876,3783156,283537,2138981,218505,81975,40291,288051,624,1583
0.370495279,0,0,1333365,182040,67058,28742,289200,0,0
0.371674384,0,0,1244958,226475,75811,27833,277839,0,0
0.372883287,0,0,0,209826,65820,29087,412007,0,0
0.3741081,0,0,0,199790,71657,30465,389611,0,0
0.375471809,0,0,0,109057,50346,31799,173303,860,0
0.376775921,0,0,0,0,76846,30607,373954,1486,0
0.377975427,0,0,0,0,55624,28780,612833,976,0
0.379152344,0,0,0,0,68603,28194,351503,1577,0
0.380333182,0,0,0,0,47884,27925,376829,2339,3218
0.381512763,0,0,0,0,0,28327,413474,2989,3754
0.382683954,0,0,0,0,0,28053,359345,2528,3304
0.383886992,2873069,0,0,0,0,30296,338120,2323,2891
0.385265605,3273013,0,0,0,0,0,154012,714,1153
0.386469009,2878758,0,0,0,0,0,261081,1796,2112
0.387696487,2924746,232691,1105061,0,0,0,316909,1966,2372
0.38907096,3291385,233838,1088188,0,0,0,0,1056,1330
0.390292286,2905328,382333,1757579,0,0,0,0,1191,2507
0.391489375,2832182,257022,1207699,178428,0,0,0,1534,2089
0.392689024,2874676,368003,1669525,184350,0,0,0,0,2110
0.393884801,2856007,591613,2757674,192126,0,0,0,0,1900
0.395085868,2878315,340472,1609587,213288,0,0,0,0,2312
0.396261835,3243481,340945,1944843,261942,56769,27708,466815,606,3433
0.397433849,2805585,368166,1736781,257414,45431,0,0,0,0
0.398592332,2772890,450054,2057355,238056,29729,0,0,0,0
0.399752288,2772793,635833,2976896,205431,27767,27017,0,0,0
0.401033979,0,335474,1570749,189796,43621,33303,0,0,0
0.40247582,0,161722,706701,111662,74132,32615,0,0,0
0.403691656,0,266985,1218074,225677,72680,28589,227619,0,0
0.404892101,0,0,1647777,255526,63623,29689,349563,0,0
0.406292934,0,0,1022857,165373,64661,33510,215289,0,0
0.407544415,0,0,1313857,243188,80534,28921,284305,0,0
0.408736371,0,0,0,260420,55815,28698,345245,0,0
0.4099355,0,0,0,249721,59246,28792,320120,0,0
0.411147995,0,0,0,268679,42309,29465,396022,0,0
0.412362846,0,0,0,183727,64275,28803,403240,921,0
0.413573464,0,0,0,0,62057,28526,341730,1960,0
0.414733415,0,0,0,0,34131,27719,491437,1608,0
0.415893152,0,0,0,0,19793,27502,578384,1578,2532
0.417053783,3754116,411040,5887041,81651,22297,41455,450678,2559,4245
0.418366596,0,0,0,0,0,31740,102511,860,966
0.419617003,2788009,0,0,0,0,29621,269699,1262,2263
0.420825721,2892942,0,0,0,0,0,227507,2119,2579
0.422096659,3070948,0,0,0,0,0,212987,1116,1363
0.423383442,3048412,0,99216,0,0,0,322006,1031,2139
0.424593521,2877662,360384,1688773,0,0,0,0,1809,2445
0.425894483,3118538,402750,1899474,0,0,0,0,1832,2433
0.427121733,2929260,332147,1550518,0,0,0,0,2048,2395
0.42831835,2833782,650310,2992881,182938,0,0,0,682,1532
0.42951515,2862926,346795,1549976,215672,0,0,0,0,2533
0.43069678,2825671,400683,1887929,249001,0,0,0,0,2942
0.431871871,2779958,355668,1684261,304181,32783,0,0,0,3774
0.43305452,2829949,423506,1995811,287092,38151,0,0,0,0
0.434342429,3137223,208626,982707,183623,65971,0,0,0,0
0.435693864,3193698,200483,944219,178248,78201,30173,0,0,0
0.43694955,0,310982,1471923,220561,63668,29728,0,0,0
0.438208805,0,229481,1088814,195285,55750,30949,0,0,0
0.439483785,0,140370,711481,129155,61292,29327,270698,0,0
0.440717767,0,0,2013219,200759,68792,29712,446547,0,0
0.441916001,0,0,1449927,181640,66856,28924,299374,0,0
0.443134288,0,0,1416006,215114,82159,29059,303882,0,0
0.44434239,0,0,1876980,179520,40839,28536,670626,0,0
0.445529431,0,0,0,223372,74518,28625,345245,0,0
0.446727862,3065254,515590,6220832,276271,69973,33155,378878,739,1221
0.447890583,0,0,0,235452,44820,27699,398562,2411,0
0.449079185,0,0,0,0,34657,28572,393318,1971,0
0.450234065,0,0,0,0,34905,28034,625081,616,0
0.451519715,0,0,0,0,62789,30939,123889,901,599
0.452841103,0,0,0,0,0,30570,271554,1292,1941
0.45401893,0,0,0,0,0,28219,257578,1938,2749
0.455227644,0,0,0,0,0,30527,324912,2255,3082
0.456565674,3178989,0,0,0,0,30237,219425,1872,2154
0.457814471,2952493,0,0,0,0,0,325673,2160,2896
0.459030837,2914958,0,0,0,0,0,304334,2164,2552
0.460230088,2826184,353406,1667912,0,0,0,327241,2025,2204
0.461411441,2827169,366567,1738580,0,0,0,0,2331,2815
0.462705202,3103408,399784,1867669,0,0,0,0,1809,2650
0.463936301,2908952,438416,2013930,259488,0,0,0,1425,2565
0.465078588,2732026,473323,2162864,237884,0,0,0,0,2806
0.466240405,2781209,642198,3003570,226711,0,0,0,0,2194
0.467500455,2985379,323805,1527791,196295,27467,0,0,0,2693
0.468948188,4470569,204806,1876393,149041,62546,38905,383467,674,1068
0.47021571,3042434,291389,1405381,184734,66107,0,0,0,0
0.471497637,3080348,186490,875321,165144,51416,27987,0,0,0
0.472863004,0,88638,415087,90806,44716,31541,0,0,0
0.474058614,0,320446,1492508,199009,81260,28507,0,0,0
0.475221624,0,415187,1904733,183873,64646,27848,0,0,0
0.476397489,0,304221,1403064,220812,66342,27969,297783,0,0
0.477583241,0,0,1702146,236347,59981,28351,363711,0,0
0.478777313,0,0,2015522,212842,57013,28707,442255,0,0
0.479936106,0,0,3598412,186157,44331,27379,571758,0,0
0.481119146,0,0,0,241209,44171,28367,429667,0,0
0.48225758,0,0,0,271051,43048,27405,294998,0,0
0.483459201,0,0,0,313749,36824,28665,393913,3530,0
0.484699123,0,0,0,0,60089,31595,179459,780,0
0.485992721,0,0,0,0,79601,29346,229384,1882,0
0.487169795,0,0,0,0,65646,28091,314094,2093,0
0.488384578,0,0,0,0,44418,29132,353297,2040,2565
0.4896454,0,0,0,0,0,30690,230915,1697,1866
0.490912012,0,0,0,0,0,29695,413808,1503,2093
0.492123172,2870229,0,0,0,0,29525,337031,1421,2242
0.493376518,3001449,0,0,0,0,0,285285,1906,2271
0.494599327,2917677,0,0,0,0,0,579670,893,2056
0.49578483,2809321,290190,1355205,0,0,0,460335,1736,2134
0.496973995,3532897,421249,2582337,73171,20161,29871,240799,2486,3555
0.498154755,2825702,413841,1967737,0,0,0,0,1880,2651
0.499342263,2843920,406111,1898267,0,0,0,0,2313,2757
0.500563897,2940169,630442,2897649,178426,0,0,0,2214,1664
0.501886317,3138572,134505,636206,86688,0,0,0,0,1246
0.503084329,2866908,269952,1269359,173157,0,0,0,0,2015
0.504296361,2870509,305317,1365440,203679,88165,0,0,0,2171
0.505610674,3164503,183379,866574,132777,63058,0,0,0,0
0.506845958,2941716,290282,1376738,233954,74725,0,0,0,0
0.508003584,2760188,335531,1573381,236461,62107,27314,0,0,0
0.509231488,0,308493,1453873,251696,74637,29568,0,0,0
0.51044693,0,389678,1838083,276166,48346,29807,0,0,0
0.511677418,0,365794,1733299,288085,46471,28372,350194,0,0
0.512883288,0,0,1683119,206334,41411,29025,358825,0,0
0.514066176,0,0,1680800,183636,67371,28449,367995,0,0
0.515259667,0,0,1737890,244427,59871,28570,369081,0,0
0.516432524,0,0,1431369,194083,40995,27810,546984,0,0
0.517675415,0,0,0,102417,44712,32315,250733,0,0
0.519095067,0,0,0,133945,72593,31943,175967,0,0
0.520337883,3806581,394319,6529803,148150,89521,40412,388779,2341,896
0.521544729,0,0,0,0,72614,28981,298191,1966,0
0.522775746,0,0,0,0,78666,29769,261854,1754,0
0.523988129,0,0,0,0,69453,28765,305329,1744,1922
0.525229944,0,0,0,0,0,29544,438103,1284,2363
0.526403826,0,0,0,0,0,28111,357529,2041,2414
0.527572341,2639766,0,0,0,0,28091,332681,1827,2226
0.528751275,2819768,0,0,0,0,0,436946,1447,2316
0.529932005,2850431,0,0,0,0,0,541917,861,1632
0.531126836,2840677,0,0,0,0,0,336543,1611,2231
0.532450697,3164543,116031,556161,0,0,0,473091,937,1188
0.533869382,3411106,169752,798731,0,0,0,0,1529,2120
0.535305842,3391381,147416,691084,0,0,0,0,1620,1899
0.536541589,2911794,343143,1627258,279042,0,0,0,712,3277
0.537746073,2888674,325855,1533008,244549,0,0,0,0,2780
0.538951277,2886647,344005,1617251,274131,0,0,0,0,2727
0.540160687,2866668,341595,1616792,246344,66044,0,0,0,2015
0.541412632,2991396,412798,1946288,278985,45927,0,0,0,0
0.542578443,2794791,453304,2082238,195359,57695,0,0,0,0
0.543810742,2937177,339865,1598362,233113,67486,28551,0,0,0
0.545005014,0,537736,2463805,228057,34389,28628,0,0,0
0.546195262,0,602826,2809182,246003,22946,28439,0,0,0
0.547361242,3208703,468748,2962713,267676,56804,35937,321250,831,1752
0.548542045,0,156282,1955866,267184,38604,28077,418779,0,0
0.549678217,0,0,1964929,264328,23368,27376,424214,0,0
0.550887615,0,0,2713308,136825,39005,30883,589513,0,0
0.552230193,0,0,459238,148943,75236,30133,214902,0,0
0.553432787,0,0,0,176610,67012,28789,358581,0,0
0.554629093,0,0,0,231531,87911,28845,275315,0,0
0.555885356,0,0,0,242258,75256,30066,315115,2450,0
0.557187544,0,0,0,0,83833,30891,322177,1957,0
0.558398238,0,0,0,0,63364,28936,329884,2237,0
0.559595217,0,0,0,0,48571,28401,381253,2367,2594
0.560790458,0,0,0,0,0,28683,359475,2278,2673
0.562083777,0,0,0,0,0,33408,327085,1372,1858
0.563425431,1995031,0,0,0,0,29925,324369,949,1835
0.564636763,2897233,0,0,0,0,0,386090,1944,2567
0.565810734,2806314,0,0,0,0,0,572790,1361,2372
0.566992857,2874805,0,0,0,0,0,463846,1725,2268
0.568316602,3082742,205906,987177,0,0,0,117592,632,1180
0.569541421,4101606,276665,2194059,85945,22570,37261,408292,3611,4387
