time,cycles,label,branches,instructions,cache-reference,cache-misses,bus-cycles,branch-loads,iTLB-load-misse,dTLB-load-misse
0.01018118,29555489,densenet169,3437420,16601062,1360621,559909,245278,3174447,0,0
0.02037793,0,densenet169,0,21654294,1840506,504281,244012,5260942,12001,29052
0.030531548,32443644,densenet169,4314486,20575023,0,0,265357,3122885,12356,36402
0.040751036,28788021,densenet169,3961373,18731224,2135623,573753,238173,0,21647,20688
0.050917782,0,densenet169,4527594,17734157,2237949,453318,243005,3368832,0,0
0.061119678,29375170,densenet169,0,0,2181251,391447,243910,4725448,21625,32885
0.071307388,29629683,densenet169,4756166,22771161,3151199,0,0,5423166,17825,29635
0.081493703,32624114,densenet169,5333474,25268857,3000477,292461,259084,4351648,4314,17706
0.094698595,0,densenet169,0,34262053,3777879,308146,315244,6817401,29648,39892
0.104885609,33969282,densenet169,6161362,28830418,3063097,0,244442,5752488,25215,35349
0.115069594,35811043,densenet169,5798673,27398792,3408345,256656,250275,3309261,5528,32388
0.125249874,0,densenet169,6071198,29408605,3266424,266024,246399,5948799,29630,15821
0.135430093,35716124,densenet169,0,0,0,203724,250704,5657496,22349,32258
0.145623192,34491736,densenet169,6089324,27992630,3332117,230985,22108,5531055,22350,36675
0.155849744,35115828,densenet169,5701965,27316269,3394495,234664,247247,5981054,5708,14671
0.166031181,0,densenet169,0,0,3055050,306970,250932,5798829,26869,41489
0.176213178,35161099,densenet169,6082483,28321869,3810937,0,243468,6062526,24433,36894
0.18640226,35824144,densenet169,5438764,25683712,3135536,577120,249344,3068059,6457,34698
0.196592586,0,densenet169,4752062,24173782,3202453,363738,243854,5798661,13442,0
0.206772096,35295647,densenet169,0,0,0,525978,248277,5516966,26295,36997
0.216952905,35724919,densenet169,5994194,28285606,3473915,177697,229914,5968175,21880,33937
0.22714222,35476051,densenet169,6024598,29293658,3329159,255523,248854,6399942,6407,14639
0.237348199,0,densenet169,0,25684259,3739376,211388,247216,5813652,22782,33123
0.24752464,35666787,densenet169,6374278,30543942,0,0,248908,5893796,24887,36013
0.257713937,34491318,densenet169,5779972,26974487,3393361,176569,243725,0,35312,31816
0.267894008,0,densenet169,7102081,30261000,3451808,218734,246946,5675037,15449,16030
0.278078035,35526209,densenet169,0,0,0,292340,250217,6118984,23353,34403
0.288255212,35151234,densenet169,6224816,28454618,3122601,431703,209322,4874296,24803,33552
0.298440339,35548443,densenet169,5904198,28124549,3478053,252918,249256,5701117,5927,12952
0.308626807,0,densenet169,0,27705452,3101221,233914,243890,5727599,30115,36822
0.318805594,35252623,densenet169,5453399,25694457,0,0,245981,6076575,26449,38501
0.32898317,35701129,densenet169,6175590,28936140,3270455,285360,246183,3111321,13599,35365
0.339165628,0,densenet169,5261360,28403335,3420639,242452,249606,6260523,6280,13581
0.349354155,35674658,densenet169,0,0,3348577,180909,250973,5810299,26474,34420
0.359535697,34481064,densenet169,5985123,27911927,3337765,0,0,5283047,26849,37882
0.369720459,35426834,densenet169,5821455,27580603,3489477,259451,249015,5533418,6112,12265
0.379894919,0,densenet169,0,32956664,3251126,273053,250161,6018418,25480,25871
0.390084388,35856156,densenet169,6710174,31194447,0,0,251755,5792948,24546,35812
0.400264816,35489599,densenet169,5999147,28154120,3391926,301352,237444,3296374,28826,38332
0.410447443,0,densenet169,6056179,26886748,3358384,208286,244034,5936351,0,0
0.42062857,35637792,densenet169,0,0,3104949,335896,252132,5755203,26278,36619
0.430808784,35417846,densenet169,5896274,27393164,3824224,0,221679,5714916,22682,36712
0.440998523,36297455,densenet169,6299598,28985290,3274679,368528,248359,2787227,4922,25401
