time,cycles,label,branches,instructions,cache-reference,cache-misses,bus-cycles,branch-loads,iTLB-load-misse,dTLB-load-misse
0.010219667,20037282,mobilenetv1,1196078,7109573,1057260,337036,243075,1890913,0,0
0.020461663,18901629,mobilenetv1,0,0,465930,338949,244255,1413394,3860,10889
0.030660857,23584132,mobilenetv1,3291612,15705500,1002452,0,0,1496777,6986,15826
0.040858266,23298580,mobilenetv1,2042308,9592050,840632,401919,242006,766805,0,12116
0.051142749,0,mobilenetv1,0,12355980,815373,386554,282953,1563058,3670,0
0.061575465,22875666,mobilenetv1,1634354,7740314,0,630995,248040,2045942,10723,16040
0.071885102,23562219,mobilenetv1,2790812,13219558,1254104,426031,0,0,4806,16161
0.082146409,23497117,mobilenetv1,1830755,7851987,1422118,423470,244650,1352042,0,0
0.09231024,0,mobilenetv1,0,0,1382606,510851,242459,3014159,11591,10398
0.102597157,23524132,mobilenetv1,3725897,17181453,0,0,248280,2168556,12296,18063
0.112897607,24156282,mobilenetv1,2746002,13008367,2114515,375677,240321,0,12160,23918
0.123158365,0,mobilenetv1,2845460,14195176,1698694,544189,245456,3027062,0,0
0.133392893,24257792,mobilenetv1,0,0,1991527,474679,244458,2943427,15011,24880
0.143602726,24376531,mobilenetv1,3403844,15826712,2029696,0,0,2293178,13647,19254
0.153845328,24327126,mobilenetv1,2392103,11704617,1538075,563586,244640,3263908,0,6078
0.164080269,0,mobilenetv1,0,19678101,2103848,508741,244291,2857304,11303,0
0.174308676,24373793,mobilenetv1,2896474,15176115,0,398476,244298,2990692,12766,18155
0.184506878,24462311,mobilenetv1,2638334,12364743,1455602,593542,229930,0,15717,15284
0.194803927,0,mobilenetv1,2748098,14505663,1966870,476610,246894,3684061,0,0
0.205146662,24412298,mobilenetv1,0,0,764268,606094,246372,2656966,12870,16336
0.215373822,24421735,mobilenetv1,2808443,13183100,1887414,0,0,3568672,16351,21803
0.225602185,24836130,mobilenetv1,3269702,17164647,1736559,457803,245936,4783758,0,19603
0.23587173,0,mobilenetv1,0,12072105,1822685,489212,246638,2664257,16840,0
0.246133029,24394431,mobilenetv1,1683090,8291926,0,466645,244648,3638040,12900,19265
0.256367203,24432041,mobilenetv1,3080136,14344962,1888046,492374,203370,0,16407,18779
0.266580676,0,mobilenetv1,3438534,13613457,1926491,427040,243764,3120891,0,0
0.276813591,24992793,mobilenetv1,0,35353924,968693,501599,251784,3178714,15494,23203
0.287057886,24118132,mobilenetv1,2768944,12967846,1885433,0,0,2021633,13655,18758
0.297291896,24076620,mobilenetv1,3107147,13731152,1740968,531579,239323,1197443,0,21204
0.307557138,0,mobilenetv1,0,18713789,1775772,494996,244577,3179355,20036,0
